,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP
1530,5,1,10,10,1,1,1,0,0,6,6,6,14.166666666666666,0,6,8,6,12.375,10.8,1.74
1531,10,1,5,5,0,1,0,0,0,6,7,6,13.333333333333334,0,6,6,6,14.5,10.8,1.74
1532,10,1,4,4,1,1,1,0,0,6,7,6,13.666666666666666,0,6,7,6,14.571428571428571,11.1,2.02
1533,16,1,10,9,1,1,0,0,0,6,7,6,13.428571428571429,0,6,8,6,13.142857142857142,7.6,0.32
1534,14,1,4,6,0,1,1,0,0,6,8,6,14.142857142857142,0,6,6,6,13.5,15.5,-4.06
1535,6,1,3,3,0,1,0,0,0,6,19,0,0.0,0,6,6,0,0.0,13.9,0.79
1536,12,1,5,5,1,1,0,0,0,8,8,8,13.11,0,8,8,8,13.11,9.4,-3.12
1537,12,1,8,8,1,1,0,0,0,8,8,7,14.414285714285716,0,8,8,7,14.414285714285716,12.7,-1.7
1538,9,1,7,11,1,1,0,0,0,5,8,5,12.333333333333334,0,5,7,5,12.2,15.5,-4.06
1539,12,1,10,9,1,1,1,0,0,7,9,0,0.0,0,7,8,1,10.0,15.5,-4.06
1540,13,1,8,8,1,1,1,0,0,7,9,7,14.1,0,8,8,8,13.3125,12.7,-1.7
1541,12,1,10,10,1,1,0,0,0,8,8,8,13.045,0,8,8,8,13.045,9.4,-3.12
1542,12,1,5,5,1,1,1,0,0,8,8,8,14.2525,0,8,8,8,14.2525,9.4,-3.12
1543,12,1,10,6,1,1,0,0,0,8,8,7,15.075714285714286,0,8,8,7,15.075714285714286,10.8,1.74
1544,10,1,5,8,1,1,1,0,0,6,9,5,12.333333333333334,0,6,7,5,11.8,13.9,0.79
1545,12,1,6,8,1,1,1,0,0,7,8,7,13.778571428571428,0,8,10,8,13.122222222222222,16.2,-0.92
1546,15,1,6,5,1,1,0,0,0,6,11,3,13.0,0,6,15,1,12.0,7.6,0.32
1547,2,1,10,8,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,-4.06
1548,6,1,10,4,0,1,0,0,0,6,7,6,14.857142857142858,0,6,8,6,14.142857142857142,11.1,2.02
1549,12,1,10,4,0,1,0,0,0,7,8,7,12.828571428571427,0,8,8,8,12.6875,13.9,0.79
1550,12,1,10,10,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,12.4,1.79
1551,14,1,8,8,1,1,0,0,0,6,6,6,13.333333333333334,0,6,8,5,14.0,8.9,3.51
1552,11,1,4,9,1,1,0,0,0,6,6,6,15.5,0,6,6,6,16.0,12.4,1.79
1553,8,1,3,5,1,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,12.4,1.79
1554,15,1,5,8,0,1,1,0,0,6,7,6,14.714285714285714,0,6,6,6,15.166666666666666,13.9,0.79
1555,6,1,10,2,1,1,0,0,0,6,7,6,16.714285714285715,0,6,6,6,15.333333333333334,13.9,0.79
1556,10,1,10,10,1,1,1,0,0,6,9,6,10.857142857142858,0,6,7,6,11.666666666666666,12.4,1.79
1557,12,1,10,10,1,1,0,0,0,7,8,6,11.658333333333331,0,8,11,6,12.416666666666666,12.4,1.79
1558,15,1,10,10,0,1,1,0,0,6,6,6,12.166666666666666,0,6,8,6,12.666666666666666,12.4,1.79
1559,16,1,10,10,0,1,1,0,0,6,6,6,12.5,0,6,6,6,12.833333333333334,12.7,-1.7
1560,12,1,5,4,1,1,0,0,0,7,7,7,13.19,0,8,8,8,14.23125,11.1,2.02
1561,10,1,10,10,0,1,1,0,0,6,11,3,11.0,0,6,9,4,11.25,10.8,1.74
1562,2,1,3,11,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
1563,10,1,10,6,0,1,1,0,0,6,11,5,11.6,0,6,10,6,11.714285714285714,15.5,-4.06
1564,12,1,10,7,0,1,0,0,0,7,7,6,14.266666666666666,0,7,7,6,14.266666666666666,7.6,0.32
1565,12,1,4,7,1,1,0,0,0,8,11,7,12.771428571428572,0,8,11,7,12.771428571428572,12.7,-1.7
1566,6,1,3,4,1,1,0,0,0,5,12,0,0.0,0,5,5,0,0.0,12.7,-1.7
1567,8,1,5,5,1,1,0,0,0,6,8,6,11.333333333333334,0,6,12,4,13.75,8.9,3.51
1568,14,1,5,8,1,1,1,0,0,6,6,6,13.333333333333334,0,6,10,5,13.4,8.9,3.51
1569,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7
1570,9,1,4,11,1,1,0,0,0,5,8,5,12.6,0,5,9,4,11.6,8.9,3.51
1571,6,1,8,8,1,1,0,0,0,6,7,6,14.857142857142858,0,6,10,5,13.6,13.9,0.79
1572,6,1,5,10,1,1,0,0,0,6,6,6,17.0,0,6,6,6,15.5,8.9,3.51
1573,4,1,10,7,1,1,0,0,0,6,7,6,13.571428571428571,0,6,9,6,12.714285714285714,12.4,1.79
1574,13,1,13,13,0,1,0,0,0,3,7,1,14.0,0,2,4,0,0.0,11.1,2.02
1575,6,1,5,3,1,1,0,0,0,6,8,4,14.4,0,6,6,5,13.0,13.9,0.79
1576,15,1,5,6,1,1,0,0,0,6,6,6,14.333333333333334,0,6,6,6,14.166666666666666,8.9,3.51
1577,12,1,10,11,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,11.1,2.02
1578,12,1,10,10,1,1,1,0,0,7,10,5,13.46,0,7,8,7,12.2375,11.1,2.02
1579,15,1,4,4,1,1,0,0,0,6,6,6,15.0,0,6,6,6,13.333333333333334,11.1,2.02
1580,2,1,5,4,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
1581,14,1,5,5,1,1,0,0,0,6,7,5,13.4,0,6,6,5,12.8,12.7,-1.7
1582,10,1,10,10,0,1,0,0,0,6,13,4,11.25,0,6,8,4,13.75,13.9,0.79
1583,6,1,3,3,0,1,0,0,0,5,5,5,12.6,0,5,7,5,11.6,7.6,0.32
1584,15,1,6,6,1,1,1,0,0,6,11,5,12.0,0,6,11,5,11.0,7.6,0.32
1585,9,1,10,10,0,1,0,0,0,5,5,5,16.4,0,5,5,5,16.6,7.6,0.32
1586,4,1,10,10,0,1,0,0,0,6,10,6,12.75,0,6,6,4,14.75,13.9,0.79
1587,12,1,10,7,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,10.8,1.74
1588,16,1,10,10,0,1,1,0,0,6,8,6,13.142857142857142,0,6,6,6,12.833333333333334,15.5,-4.06
1589,10,1,10,8,0,1,1,0,0,6,8,6,13.75,0,6,7,6,11.857142857142858,16.2,-0.92
1590,14,1,10,7,1,1,1,0,0,6,6,6,14.0,0,6,9,5,13.8,8.9,3.51
1591,14,1,5,8,1,1,1,0,0,6,6,6,13.166666666666666,0,6,8,6,12.428571428571429,8.9,3.51
1592,16,1,10,10,1,1,0,0,0,6,7,6,12.666666666666666,0,6,7,5,13.0,7.6,0.32
1593,12,1,3,3,0,1,0,0,0,7,8,7,13.6125,0,8,8,8,14.575,13.9,0.79
1594,12,1,4,9,1,1,0,0,0,8,8,7,12.414285714285716,0,8,8,7,12.414285714285716,12.7,-1.7
1595,2,1,4,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
1596,10,1,4,4,1,1,1,0,0,6,6,6,14.0,0,6,6,6,13.5,8.9,3.51
1597,15,1,3,4,1,1,0,0,0,6,7,6,12.5,0,6,7,6,12.5,10.8,1.74
1598,12,1,5,10,0,1,1,0,0,7,7,6,14.066666666666668,0,7,7,6,14.066666666666668,7.6,0.32
1599,15,1,4,4,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,13.9,0.79
1600,12,1,5,5,1,1,0,0,0,8,8,8,13.27625,0,8,8,8,13.27625,9.4,-3.12
1601,6,1,13,13,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,7.6,0.32
1602,10,1,1,9,1,1,0,0,0,6,8,6,14.375,0,6,8,6,14.75,7.6,0.32
1603,9,1,10,10,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,9.4,-3.12
1604,12,1,8,8,1,1,0,0,0,7,9,6,12.97166666666667,0,8,9,7,12.321428571428571,11.1,2.02
1605,2,1,5,8,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79
1606,10,1,5,5,0,1,0,0,0,6,14,6,11.333333333333334,0,6,11,5,12.4,15.5,-4.06
1607,14,1,1,1,0,1,0,0,0,5,6,1,11.0,0,5,5,0,0.0,7.6,0.32
1608,12,1,7,7,0,1,1,0,0,8,9,7,12.757142857142856,0,8,9,7,12.757142857142856,12.7,-1.7
1609,15,1,10,8,0,1,1,0,0,6,6,6,14.5,0,6,6,6,14.666666666666666,16.2,-0.92
1610,9,1,10,8,1,1,0,0,0,5,8,4,11.25,0,5,7,5,10.4,7.6,0.32
1611,2,1,10,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
1612,8,1,1,5,1,1,0,0,0,5,10,1,13.0,0,5,14,0,0.0,10.8,1.74
1613,12,1,10,10,1,1,0,0,0,8,12,7,11.971428571428572,0,8,12,7,11.971428571428572,12.7,-1.7
1614,6,1,7,7,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74
1615,12,1,3,4,1,1,0,0,0,7,7,7,11.714285714285714,0,8,8,8,12.75,12.4,1.79
1616,16,1,10,6,0,1,0,0,0,7,12,4,10.25,0,7,10,3,13.0,11.1,2.02
1617,16,1,3,8,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79
1618,14,1,4,11,0,1,0,0,0,6,9,6,12.375,0,6,7,6,13.142857142857142,11.1,2.02
1619,16,1,6,6,0,1,0,0,0,6,6,6,12.666666666666666,0,6,6,6,12.0,7.6,0.32
1620,6,1,5,3,1,1,0,0,0,6,13,3,10.5,0,6,19,1,12.0,12.4,1.79
1621,4,1,6,6,0,1,0,0,0,6,11,6,14.125,0,6,10,5,12.6,13.9,0.79
1622,6,1,5,9,1,1,0,0,0,6,7,6,14.666666666666666,0,6,12,6,13.833333333333334,8.9,3.51
1623,2,1,10,10,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92
1624,10,1,10,10,1,1,1,0,0,6,7,6,14.0,0,6,7,5,14.8,12.7,-1.7
1625,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
1626,12,1,10,6,0,1,0,0,0,7,7,0,0.0,0,7,7,0,0.0,16.2,-0.92
1627,16,1,4,8,0,1,0,0,0,6,11,3,12.333333333333334,0,6,13,2,11.0,7.6,0.32
1628,11,1,3,3,0,1,0,0,0,6,7,6,15.0,0,6,10,6,12.833333333333334,10.8,1.74
1629,14,1,10,2,1,1,1,0,0,6,8,4,11.75,0,6,10,6,12.666666666666666,10.8,1.74
1630,12,1,10,10,1,1,0,0,0,8,8,7,14.13714285714286,0,8,8,7,14.13714285714286,10.8,1.74
1631,5,1,4,5,0,1,0,0,0,6,6,2,12.0,0,6,6,1,11.0,9.4,-3.12
1632,9,1,8,4,1,1,1,0,0,5,7,5,13.6,0,5,5,5,12.6,8.9,3.51
1633,12,1,4,4,0,1,0,0,0,7,8,7,13.55,0,8,8,8,14.1875,13.9,0.79
1634,14,1,5,3,0,1,1,0,0,6,8,5,11.6,0,6,9,5,14.2,12.4,1.79
1635,9,1,10,10,1,1,0,0,0,5,8,4,11.6,0,5,10,3,12.333333333333334,7.6,0.32
1636,2,1,15,16,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
1637,11,1,10,10,1,1,1,0,0,6,8,6,13.0,0,6,6,6,12.166666666666666,8.9,3.51
1638,5,1,6,8,1,1,0,0,0,6,6,6,14.5,0,6,7,5,12.0,12.4,1.79
1639,5,1,10,10,1,1,1,0,0,6,6,6,14.0,0,6,8,6,13.125,10.8,1.74
1640,12,1,6,6,1,1,1,0,0,7,7,7,13.801428571428572,0,8,8,8,14.575,11.1,2.02
1641,12,1,3,10,1,1,1,0,0,7,7,6,14.35,0,7,7,6,14.35,7.6,0.32
1642,5,1,10,10,1,1,0,0,0,6,6,6,14.333333333333334,0,6,6,6,13.5,12.7,-1.7
1643,8,1,10,10,1,1,1,0,0,6,8,6,14.5,0,6,11,4,13.0,13.9,0.79
1644,12,1,4,4,1,1,1,0,0,8,8,7,11.82,0,8,8,7,11.82,10.8,1.74
1645,15,1,4,3,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,16.2,-0.92
1646,15,1,10,9,1,1,0,0,0,6,7,6,12.571428571428571,0,6,8,6,11.857142857142858,13.9,0.79
1647,12,1,6,6,1,1,1,0,0,7,7,7,13.857142857142858,0,8,8,8,14.9,13.9,0.79
1648,10,1,1,6,1,1,0,0,0,6,9,5,11.833333333333334,0,6,7,5,13.8,13.9,0.79
1649,8,1,5,9,1,1,0,0,0,6,6,6,14.666666666666666,0,6,8,6,13.666666666666666,12.4,1.79
1650,12,1,3,11,1,1,0,0,0,7,9,7,13.422222222222224,0,8,11,7,12.18888888888889,15.5,-4.06
1651,15,1,6,4,1,1,1,0,0,6,7,6,14.0,0,6,8,5,12.2,13.9,0.79
1652,13,1,10,5,1,1,1,0,0,7,8,7,12.142857142857142,0,8,8,8,13.375,16.2,-0.92
1653,9,1,10,10,1,1,1,0,0,5,5,5,12.8,0,5,5,5,13.0,11.1,2.02
1654,12,1,8,8,1,1,1,0,0,7,7,7,14.572857142857142,0,8,9,8,14.955555555555556,12.4,1.79
1655,9,1,5,6,0,1,0,0,0,5,9,4,11.25,0,5,6,4,11.0,8.9,3.51
1656,8,1,3,10,1,1,0,0,0,6,8,5,14.4,0,6,11,4,14.6,8.9,3.51
1657,12,1,4,7,1,1,0,0,0,7,7,7,12.982857142857142,0,8,8,8,14.4625,12.4,1.79
1658,6,1,3,4,1,1,0,0,0,6,14,6,15.75,0,6,8,6,13.0,15.5,-4.06
1659,6,1,7,7,0,1,0,0,0,6,11,5,12.285714285714286,0,6,19,3,14.0,12.4,1.79
1660,12,1,10,10,1,1,0,0,0,7,7,6,13.755,0,8,9,7,13.571428571428571,12.4,1.79
1661,14,1,4,4,1,1,1,0,0,6,7,6,13.833333333333334,0,6,11,6,13.5,8.9,3.51
1662,12,1,8,8,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,12.7,-1.7
1663,12,1,6,7,1,1,0,0,0,7,9,7,14.711111111111112,0,8,9,8,14.627777777777778,15.5,-4.06
1664,12,1,2,6,0,1,0,0,0,7,7,7,13.677142857142858,0,8,9,8,14.533333333333331,11.1,2.02
1665,6,1,10,10,1,1,1,0,0,5,8,5,13.166666666666666,0,5,5,5,12.8,9.4,-3.12
1666,10,1,2,3,1,1,0,0,0,6,11,5,10.8,0,6,12,5,11.333333333333334,15.5,-4.06
1667,8,1,6,4,0,1,0,0,0,5,8,3,12.0,0,5,7,5,12.833333333333334,7.6,0.32
1668,12,1,3,4,0,1,0,0,0,7,8,6,13.958333333333334,0,8,8,8,14.71875,11.1,2.02
1669,16,1,5,11,1,1,0,0,0,6,9,4,13.0,0,6,9,4,12.25,12.7,-1.7
1670,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
1671,2,1,10,8,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79
1672,12,1,5,10,1,1,1,0,0,8,8,7,14.0,0,8,8,7,14.0,12.7,-1.7
1673,15,1,5,4,1,1,0,0,0,6,6,4,12.0,0,6,11,3,11.333333333333334,11.1,2.02
1674,9,1,10,10,1,1,0,0,0,5,7,4,12.5,0,5,8,4,10.0,7.6,0.32
1675,12,1,6,6,1,1,1,0,0,7,8,6,12.648333333333332,0,8,9,8,12.205555555555556,11.1,2.02
1676,10,1,3,10,1,1,0,0,0,6,6,6,14.0,0,6,6,6,13.333333333333334,8.9,3.51
1677,6,1,3,3,0,1,0,0,0,5,12,5,12.8,0,5,10,5,11.857142857142858,9.4,-3.12
1678,11,1,5,5,1,1,0,0,0,6,8,6,11.333333333333334,0,6,11,6,10.833333333333334,7.6,0.32
1679,14,1,10,11,1,1,1,0,0,6,6,6,14.166666666666666,0,6,9,6,13.0,8.9,3.51
1680,15,1,10,10,1,1,0,0,0,6,6,6,12.833333333333334,0,6,6,6,13.833333333333334,8.9,3.51
1681,15,1,10,10,1,1,1,0,0,6,6,6,13.0,0,6,7,6,13.142857142857142,12.4,1.79
1682,11,1,10,8,1,1,1,0,0,6,6,6,12.333333333333334,0,6,6,6,12.833333333333334,12.4,1.79
1683,16,1,4,10,1,1,0,0,0,6,8,5,13.0,0,6,8,4,10.75,9.4,-3.12
1684,15,1,1,12,1,1,0,0,0,6,6,6,13.166666666666666,0,6,8,5,14.2,10.8,1.74
1685,9,1,4,4,0,1,1,0,0,5,7,5,13.333333333333334,0,5,6,5,13.6,12.7,-1.7
1686,6,1,6,8,1,1,0,0,0,5,9,4,13.0,0,5,8,5,13.142857142857142,10.8,1.74
1687,13,1,10,7,0,1,0,0,0,7,21,5,10.9,0,8,21,3,11.7,12.7,-1.7
1688,6,1,10,10,1,1,1,0,0,6,7,6,15.857142857142858,0,6,6,6,16.0,13.9,0.79
1689,6,1,1,12,0,1,1,0,0,5,5,5,12.6,0,5,9,3,13.0,7.6,0.32
1690,10,1,10,7,0,1,1,0,0,6,8,6,14.0,0,6,7,6,14.571428571428571,16.2,-0.92
1691,15,1,10,7,1,1,1,0,0,6,6,6,13.666666666666666,0,6,6,6,14.0,8.9,3.51
1692,12,1,9,8,1,1,0,0,0,8,8,7,12.628571428571428,0,8,8,7,12.628571428571428,12.7,-1.7
1693,12,1,10,10,1,1,1,0,0,8,8,7,14.232857142857142,0,8,8,7,14.232857142857142,10.8,1.74
1694,11,1,10,10,1,1,0,0,0,6,15,2,10.0,0,6,12,0,0.0,10.8,1.74
1695,14,1,5,5,1,1,1,0,0,6,11,4,12.25,0,6,10,4,11.0,12.7,-1.7
1696,10,1,8,8,1,1,1,0,0,6,8,5,12.2,0,6,7,6,11.5,9.4,-3.12
1697,11,1,10,8,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02
1698,13,1,10,9,1,1,1,0,0,7,11,6,12.35,0,7,12,5,12.5,8.9,3.51
1699,6,1,11,10,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79
1700,14,1,5,5,0,1,0,0,0,5,7,3,11.333333333333334,0,5,7,3,13.666666666666666,9.4,-3.12
1701,14,1,5,10,0,1,0,0,0,5,5,5,10.8,0,5,5,4,12.25,9.4,-3.12
1702,12,1,4,6,1,1,1,0,0,7,7,7,13.314285714285717,0,8,8,8,12.575,12.4,1.79
1703,5,1,10,4,1,1,0,0,0,6,8,5,12.2,0,6,6,6,11.5,16.2,-0.92
1704,9,1,5,5,1,1,0,0,0,5,8,3,12.333333333333334,0,5,7,4,12.0,7.6,0.32
1705,12,1,10,10,0,1,0,0,0,8,8,7,15.94285714285714,0,8,8,7,15.94285714285714,12.7,-1.7
1706,10,1,10,10,1,1,0,0,0,6,10,4,10.25,0,6,8,6,10.714285714285714,11.1,2.02
1707,11,1,8,8,1,1,1,0,0,6,9,1,10.0,0,6,6,0,0.0,12.7,-1.7
1708,10,1,10,10,0,1,1,0,0,6,7,6,12.285714285714286,0,6,8,6,11.428571428571429,12.4,1.79
1709,15,1,10,10,0,1,0,0,0,6,8,4,11.25,0,6,0,0,0.0,15.5,-4.06
1710,12,1,4,11,0,1,0,0,0,7,10,7,13.47,0,8,8,8,13.32625,15.5,-4.06
1711,9,1,5,6,1,1,0,0,0,5,6,5,12.4,0,5,5,5,12.8,7.6,0.32
1712,10,1,5,8,1,1,0,0,0,6,7,6,12.0,0,6,7,6,12.428571428571429,11.1,2.02
1713,6,1,2,5,0,1,0,0,0,5,8,5,15.333333333333334,0,5,6,5,15.4,9.4,-3.12
1714,12,1,5,6,1,1,1,0,0,8,8,8,12.32,0,8,8,8,12.32,9.4,-3.12
1715,12,1,10,11,1,1,0,0,0,7,7,7,13.79857142857143,0,8,8,8,14.75625,11.1,2.02
1716,9,1,4,10,0,1,1,0,0,5,6,5,16.333333333333332,0,5,5,5,15.4,15.5,-4.06
1717,2,1,2,5,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7
1718,12,1,5,5,1,1,0,0,0,7,7,7,14.757142857142856,0,8,9,8,15.366666666666667,12.4,1.79
1719,11,1,5,5,1,1,0,0,0,6,7,6,11.666666666666666,0,6,6,6,12.333333333333334,13.9,0.79
1720,15,1,10,8,0,1,0,0,0,6,6,6,11.666666666666666,0,6,6,6,11.5,12.7,-1.7
1721,10,1,6,9,0,1,1,0,0,6,6,6,15.0,0,6,6,6,13.333333333333334,8.9,3.51
1722,15,1,10,8,1,1,0,0,0,6,7,6,13.571428571428571,0,6,6,6,13.333333333333334,13.9,0.79
1723,11,1,4,11,0,1,0,0,0,6,8,5,10.8,0,6,9,4,11.5,9.4,-3.12
1724,13,1,8,10,0,1,1,0,0,7,14,7,10.642857142857142,0,8,8,8,11.55,12.7,-1.7
1725,12,1,10,10,1,1,0,0,0,7,7,6,14.65,0,7,7,6,14.65,7.6,0.32
1726,12,1,8,8,1,1,1,0,0,7,7,7,13.714285714285714,0,8,11,8,14.863636363636363,16.2,-0.92
1727,9,1,10,6,1,1,0,0,0,5,8,5,11.0,0,5,6,5,15.4,12.4,1.79
1728,9,1,5,10,1,1,0,0,0,5,5,5,13.8,0,5,5,5,13.0,7.6,0.32
1729,15,1,5,10,0,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,12.833333333333334,11.1,2.02
1730,10,1,4,5,1,1,0,0,0,6,8,6,11.75,0,6,10,5,12.0,12.7,-1.7
1731,12,1,10,9,1,1,1,0,0,8,8,7,12.785714285714286,0,8,8,7,12.785714285714286,12.7,-1.7
1732,8,1,3,5,1,1,0,0,0,6,11,6,14.444444444444445,0,6,6,6,13.333333333333334,16.2,-0.92
1733,2,1,5,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
1734,6,1,10,8,1,1,0,0,0,5,8,4,12.75,0,5,10,4,11.75,12.7,-1.7
1735,15,1,5,4,0,1,0,0,0,6,6,6,13.166666666666666,0,6,6,6,15.0,16.2,-0.92
1736,6,1,10,11,1,1,0,0,0,6,7,6,16.5,0,6,8,6,14.285714285714286,8.9,3.51
1737,9,1,5,6,1,1,0,0,0,5,10,4,11.75,0,5,6,5,11.6,12.4,1.79
1738,9,1,3,10,0,1,0,0,0,5,14,1,11.0,0,5,6,0,0.0,13.9,0.79
1739,12,1,10,10,0,1,1,0,0,8,8,7,15.114285714285714,0,8,8,7,15.114285714285714,12.7,-1.7
1740,10,1,10,9,1,1,1,0,0,6,8,6,15.5,0,6,7,6,14.285714285714286,16.2,-0.92
1741,10,1,6,6,0,1,1,0,0,6,6,6,11.333333333333334,0,6,8,6,11.333333333333334,15.5,-4.06
1742,14,1,5,11,0,1,1,0,0,5,6,5,10.6,0,5,7,4,10.75,9.4,-3.12
1743,15,1,15,26,0,1,1,0,0,6,6,6,15.666666666666666,0,6,6,6,13.833333333333334,8.9,3.51
1744,9,1,6,6,1,1,0,0,0,5,8,3,10.333333333333334,0,5,11,2,10.0,7.6,0.32
1745,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
1746,12,1,10,10,1,1,0,0,0,8,8,7,14.328571428571427,0,8,8,7,14.328571428571427,10.8,1.74
1747,10,1,6,8,0,1,1,0,0,6,7,6,15.0,0,6,6,6,16.333333333333332,13.9,0.79
1748,6,1,10,10,1,1,0,0,0,5,9,5,13.6,0,5,5,5,12.4,12.7,-1.7
1749,6,1,3,8,1,1,1,0,0,5,12,5,12.857142857142858,0,5,8,4,13.25,9.4,-3.12
1750,16,1,3,4,1,1,0,0,0,6,7,2,14.5,0,6,6,1,10.0,15.5,-4.06
1751,12,1,9,8,1,1,1,0,0,7,12,7,11.716666666666663,0,8,13,4,10.868,15.5,-4.06
1752,9,1,5,9,1,1,1,0,0,5,11,4,12.0,0,5,5,5,12.8,11.1,2.02
1753,11,1,6,8,1,1,0,0,0,6,7,5,12.2,0,6,10,4,12.25,12.4,1.79
1754,13,1,10,7,1,1,1,0,0,7,11,5,12.58,0,7,9,6,12.157142857142857,8.9,3.51
1755,1,1,10,6,0,1,0,0,0,7,9,0,0.0,0,7,8,0,0.0,11.1,2.02
1756,12,1,10,6,1,1,1,0,0,7,9,6,12.428571428571429,0,8,8,8,14.0,13.9,0.79
1757,14,1,10,10,1,1,1,0,0,6,6,6,13.0,0,6,6,6,13.0,13.9,0.79
1758,12,1,4,11,0,1,0,0,0,8,8,7,14.535714285714286,0,8,8,7,14.535714285714286,10.8,1.74
1759,5,1,4,4,0,1,0,0,0,6,6,6,16.0,0,6,6,6,13.666666666666666,12.4,1.79
1760,8,1,10,3,1,1,0,0,0,6,13,5,13.142857142857142,0,6,15,3,12.666666666666666,16.2,-0.92
1761,6,1,6,10,0,1,1,0,0,6,9,6,13.833333333333334,0,6,12,5,13.666666666666666,11.1,2.02
1762,7,1,10,8,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,16.2,-0.92
1763,12,1,5,6,1,1,0,0,0,7,9,0,0.0,0,7,8,0,0.0,15.5,-4.06
1764,9,1,5,5,1,1,0,0,0,5,10,1,10.0,0,5,5,0,0.0,11.1,2.02
1765,2,1,4,6,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
1766,14,1,10,10,0,1,0,0,0,6,7,4,12.6,0,6,6,4,13.0,12.4,1.79
1767,9,1,2,7,1,1,0,0,0,5,6,5,12.6,0,5,8,3,12.666666666666666,8.9,3.51
1768,11,1,4,4,0,1,0,0,0,6,7,0,0.0,0,6,6,0,0.0,16.2,-0.92
1769,12,1,10,10,1,1,0,0,0,8,8,7,12.84142857142857,0,8,8,7,12.84142857142857,10.8,1.74
1770,10,1,9,9,0,1,0,0,0,6,6,0,0.0,0,5,5,0,0.0,8.9,3.51
1771,15,1,5,2,1,1,0,0,0,6,7,6,14.166666666666666,0,6,6,6,12.833333333333334,9.4,-3.12
1772,15,1,3,4,1,1,0,0,0,6,12,4,10.8,0,6,14,3,11.0,13.9,0.79
1773,15,1,5,5,1,1,0,0,0,6,6,6,13.0,0,6,12,0,0.0,7.6,0.32
1774,9,1,2,6,0,1,0,0,0,5,5,5,13.0,0,5,6,5,13.333333333333334,16.2,-0.92
1775,15,1,4,4,1,1,0,0,0,6,8,6,11.571428571428571,0,6,9,6,11.571428571428571,15.5,-4.06
1776,5,1,6,6,0,1,0,0,0,6,8,5,11.0,0,6,6,4,10.75,9.4,-3.12
1777,11,1,5,6,0,1,1,0,0,6,9,6,12.571428571428571,0,6,6,6,12.166666666666666,8.9,3.51
1778,4,1,3,7,0,1,0,0,0,6,6,0,0.0,0,6,8,0,0.0,15.5,-4.06
1779,5,1,3,3,1,1,0,0,0,6,7,6,14.5,0,6,6,6,15.166666666666666,9.4,-3.12
1780,11,1,3,3,1,1,1,0,0,6,6,6,13.5,0,6,6,6,12.333333333333334,12.4,1.79
1781,7,1,12,12,1,1,0,0,0,5,10,3,10.666666666666666,0,5,5,4,12.25,7.6,0.32
1782,14,1,9,9,0,1,0,0,0,5,5,1,10.0,0,5,5,0,0.0,9.4,-3.12
