,Application order,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP,Target
2527,6,12,1,8,8,1,1,1,0,0,7,7,7,14.44142857142857,0,8,8,8,13.65625,11.1,2.02,1
2528,2,15,1,3,7,1,1,0,0,0,6,6,6,15.166666666666666,0,6,7,6,14.285714285714286,12.4,1.79,1
2529,1,9,1,5,9,0,1,1,0,0,5,5,5,11.6,0,5,12,4,12.625,10.8,1.74,1
2530,1,15,1,5,8,1,1,0,0,0,6,6,6,11.666666666666666,0,6,6,6,12.333333333333334,16.2,-0.92,1
2531,1,4,1,10,7,0,1,1,0,0,6,8,6,12.625,0,6,10,6,13.2,16.2,-0.92,1
2532,2,10,1,4,6,1,1,1,0,0,6,14,3,12.666666666666666,0,6,7,6,11.0,9.4,-3.12,1
2534,1,10,1,9,8,1,1,1,0,0,6,7,6,11.857142857142858,0,6,8,6,13.142857142857142,12.4,1.79,1
2537,1,14,1,8,8,0,1,0,0,0,6,7,6,14.714285714285714,0,6,6,6,15.833333333333334,12.4,1.79,1
2539,1,8,1,10,6,1,1,1,0,0,5,7,4,11.5,0,5,5,5,12.4,10.8,1.74,1
2541,1,16,1,5,6,0,1,1,0,0,7,8,6,12.833333333333334,0,6,6,0,0.0,13.9,0.79,0
2542,2,13,1,10,10,0,1,1,0,0,7,7,7,13.428571428571429,0,8,8,8,14.75,15.5,-4.06,1
2543,1,5,1,5,4,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,8.9,3.51,0
2545,3,15,1,3,9,1,1,0,0,0,6,6,6,16.0,0,6,7,6,14.333333333333334,12.4,1.79,1
2546,1,10,1,10,6,1,1,0,0,0,6,6,6,13.833333333333334,0,6,6,6,11.833333333333334,10.8,1.74,1
2547,5,12,1,8,8,1,1,0,0,0,8,9,8,13.2325,0,8,9,8,13.2325,9.4,-3.12,1
2548,2,15,1,10,10,1,1,1,0,0,6,6,6,14.0,0,6,6,6,14.166666666666666,9.4,-3.12,1
2549,2,11,1,6,4,1,1,1,0,0,6,14,2,10.0,0,6,6,0,0.0,13.9,0.79,0
2559,1,15,1,6,11,1,1,0,0,0,6,6,6,14.0,0,6,6,6,13.5,11.1,2.02,0
2560,5,16,1,3,8,1,1,0,0,0,6,7,6,13.5,0,6,8,5,12.6,7.6,0.32,1
2561,3,12,1,8,8,1,1,0,0,0,8,8,8,13.07375,0,8,8,8,13.07375,9.4,-3.12,1
2562,1,12,1,3,11,0,1,0,0,0,7,9,2,10.75,0,7,9,0,0.0,16.2,-0.92,0
2566,1,12,1,6,5,0,1,1,0,0,7,7,7,13.464285714285714,0,8,9,8,14.788888888888888,12.4,1.79,1
2569,2,15,1,4,10,1,1,1,0,0,6,6,6,13.666666666666666,0,6,6,6,14.666666666666666,16.2,-0.92,1
2570,4,12,1,10,8,0,1,0,0,0,8,9,8,14.4025,0,8,9,8,14.4025,9.4,-3.12,1
2571,1,12,1,10,10,1,1,0,0,0,7,9,7,15.46875,0,8,8,8,16.3875,11.1,2.02,1
2572,1,10,1,5,11,0,1,0,0,0,6,8,6,12.625,0,6,6,6,14.166666666666666,12.7,-1.7,1
2573,4,12,1,10,10,1,1,0,0,0,7,7,6,14.983333333333334,0,7,7,6,14.983333333333334,7.6,0.32,1
2574,3,15,1,5,10,1,1,1,0,0,6,6,6,15.0,0,6,6,6,13.0,11.1,2.02,1
2576,1,6,1,10,10,1,1,0,0,0,6,14,4,11.5,0,6,14,3,11.0,16.2,-0.92,0
2577,4,11,1,10,8,1,1,0,0,0,6,14,2,10.5,0,6,11,1,10.0,10.8,1.74,0
2578,4,12,1,6,9,1,1,0,0,0,7,7,6,13.983333333333334,0,7,7,6,13.983333333333334,7.6,0.32,1
2579,1,10,1,10,10,0,1,0,0,0,6,6,6,13.0,0,6,6,6,12.833333333333334,10.8,1.74,1
2580,1,10,1,5,8,1,1,1,0,0,6,6,6,13.666666666666666,0,6,6,6,13.0,10.8,1.74,1
2582,1,9,1,10,6,0,1,0,0,0,5,5,5,14.4,0,5,5,5,15.4,7.6,0.32,1
2584,1,16,1,10,5,1,1,0,0,0,6,6,6,14.166666666666666,0,6,7,6,13.666666666666666,7.6,0.32,1
2588,1,16,1,10,11,0,1,0,0,0,6,8,3,12.333333333333334,0,6,11,2,10.5,12.7,-1.7,0
2590,1,4,1,10,10,0,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,11.1,2.02,0
2593,1,13,1,5,6,0,1,0,0,0,7,12,6,12.166666666666666,0,8,8,8,11.675,13.9,0.79,0
2595,1,5,1,6,10,0,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,12.166666666666666,16.2,-0.92,1
2596,1,5,1,6,10,1,1,0,0,0,6,9,5,11.4,0,6,8,5,12.2,12.7,-1.7,0
2597,1,2,1,10,10,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,0
2600,3,16,1,6,10,1,1,1,0,0,6,6,6,13.5,0,6,8,5,12.8,12.7,-1.7,0
2602,3,10,1,6,9,1,1,0,0,0,6,7,6,12.285714285714286,0,6,7,6,12.833333333333334,12.4,1.79,1
2604,1,10,1,8,6,1,1,0,0,0,6,10,2,10.5,0,6,11,1,13.0,9.4,-3.12,0
2605,1,6,1,30,43,0,1,0,0,0,5,12,3,14.0,0,5,8,5,12.0,9.4,-3.12,1
2607,1,15,1,10,8,1,1,0,0,0,6,8,5,13.0,0,6,7,6,13.142857142857142,15.5,-4.06,0
2608,4,11,1,6,6,1,1,0,0,0,6,6,6,11.0,0,6,8,4,12.75,9.4,-3.12,1
2610,2,12,1,6,9,1,1,0,0,0,7,9,6,12.385714285714286,0,8,9,8,13.755555555555556,13.9,0.79,1
2611,2,15,1,6,6,1,1,0,0,0,6,12,4,14.75,0,6,7,4,12.25,9.4,-3.12,1
2614,4,7,1,3,10,1,1,0,0,0,5,6,5,12.4,0,5,9,3,13.0,8.9,3.51,0
2616,1,16,1,6,8,1,1,1,0,0,6,8,5,12.2,0,6,13,0,0.0,9.4,-3.12,0
2617,1,11,1,6,5,0,1,1,0,0,6,7,5,11.0,0,6,7,5,12.8,12.4,1.79,1
2618,2,16,1,6,6,1,1,1,0,0,6,8,6,12.333333333333334,0,6,7,5,12.4,10.8,1.74,0
2621,1,5,1,10,10,1,1,1,0,0,6,6,6,12.0,0,6,6,6,11.833333333333334,12.4,1.79,1
2626,1,12,1,5,4,0,1,0,0,0,7,7,7,14.842857142857143,0,8,9,8,14.38888888888889,16.2,-0.92,1
2631,1,11,1,1,6,0,1,0,0,0,6,9,4,10.75,0,6,12,0,0.0,7.6,0.32,0
2632,1,12,1,8,5,1,1,0,0,0,8,9,8,12.55375,0,8,9,8,12.55375,9.4,-3.12,1
2633,4,12,1,5,5,1,1,0,0,0,8,8,7,12.665714285714284,0,8,8,7,12.665714285714284,10.8,1.74,1
2635,2,13,1,3,5,0,1,0,0,0,7,7,2,11.75,0,5,10,0,0.0,12.4,1.79,0
2637,2,2,1,3,3,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79,1
2638,1,9,1,10,8,1,1,0,0,0,5,5,5,13.4,0,5,6,5,12.2,11.1,2.02,1
2640,1,7,1,10,10,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,16.2,-0.92,0
2641,1,15,1,10,10,1,1,1,0,0,6,8,6,12.0,0,6,8,6,11.5,13.9,0.79,1
2642,5,14,1,3,3,0,1,0,0,0,6,6,3,12.333333333333334,0,6,9,0,0.0,10.8,1.74,0
2645,1,2,1,8,8,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02,0
2649,1,12,1,10,9,0,1,0,0,0,8,12,5,12.002,0,8,12,5,12.002,10.8,1.74,0
2652,1,14,1,5,6,0,1,1,0,0,6,7,6,13.142857142857142,0,6,8,6,14.166666666666666,15.5,-4.06,1
2653,2,9,1,6,8,0,1,0,0,0,5,14,0,0.0,0,5,5,0,0.0,9.4,-3.12,0
2654,5,12,1,3,2,0,1,0,0,0,8,11,7,13.867142857142856,0,8,11,7,13.867142857142856,10.8,1.74,1
2655,1,12,1,10,10,0,1,0,0,0,8,11,6,12.675,0,8,11,6,12.675,12.7,-1.7,1
2656,1,2,1,6,11,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,1
2658,1,2,1,6,6,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,0
2659,1,11,1,4,4,0,1,1,0,0,6,7,6,11.0,0,6,6,5,12.2,11.1,2.02,0
2661,1,15,1,10,8,1,1,0,0,0,6,7,5,14.2,0,6,6,6,14.166666666666666,9.4,-3.12,1
2666,4,5,1,10,10,1,1,0,0,0,6,6,6,13.833333333333334,0,6,8,6,13.125,10.8,1.74,1
2672,2,11,1,10,9,0,1,0,0,0,6,8,3,12.0,0,6,9,1,11.0,15.5,-4.06,0
2674,1,14,1,6,6,1,1,1,0,0,6,7,4,13.75,0,6,10,6,11.555555555555555,10.8,1.74,1
2676,1,13,1,10,7,0,1,0,0,0,7,7,0,0.0,0,8,13,2,13.15,16.2,-0.92,0
2681,1,12,1,8,9,0,1,0,0,0,7,9,6,12.783333333333331,0,8,11,0,0.0,16.2,-0.92,0
2683,1,6,1,6,10,0,1,0,0,0,5,8,3,13.0,0,5,8,3,10.666666666666666,7.6,0.32,1
2684,1,4,1,6,10,0,1,0,0,0,6,8,0,0.0,0,6,10,0,0.0,16.2,-0.92,0
2690,1,9,1,10,8,0,1,0,0,0,5,7,4,10.75,0,5,10,2,11.0,16.2,-0.92,0
2691,1,9,1,10,11,0,1,0,0,0,5,8,5,11.6,0,5,10,4,13.5,16.2,-0.92,1
2692,4,9,1,5,5,1,1,1,0,0,5,6,5,11.8,0,5,8,4,11.6,8.9,3.51,1
2693,1,4,1,10,5,0,1,0,0,0,6,7,6,16.0,0,6,6,6,15.166666666666666,12.4,1.79,1
2694,2,15,1,5,4,0,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,11.5,16.2,-0.92,1
2699,1,12,1,10,10,0,1,0,0,0,8,8,7,13.4,0,8,8,7,13.4,12.7,-1.7,1
2700,1,2,1,5,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92,0
2701,1,4,1,3,3,0,1,0,0,0,6,9,1,10.0,0,6,6,0,0.0,12.4,1.79,0
2702,1,7,1,8,4,1,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12,0
2703,1,4,1,2,10,0,1,0,0,0,6,16,3,11.25,0,6,14,4,11.2,15.5,-4.06,0
2705,2,9,1,5,2,1,1,0,0,0,5,8,3,10.666666666666666,0,5,5,1,14.0,9.4,-3.12,0
2706,1,8,1,3,3,0,1,0,0,0,5,7,4,11.75,0,5,5,5,13.4,7.6,0.32,1
2707,1,9,1,10,6,0,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,12.7,-1.7,0
2708,3,5,1,10,7,1,1,0,0,0,6,6,6,12.666666666666666,0,6,8,6,14.125,10.8,1.74,1
2710,1,11,1,10,7,1,1,0,0,0,6,7,5,14.0,0,6,6,6,15.666666666666666,11.1,2.02,1
2712,2,9,1,8,10,0,1,1,0,0,5,11,2,11.5,0,5,10,0,0.0,12.7,-1.7,0
2713,1,8,1,4,5,1,1,0,0,0,6,10,6,12.0,0,6,12,5,12.8,13.9,0.79,1
2714,1,6,1,6,6,1,1,0,0,0,6,7,6,16.428571428571427,0,6,7,6,16.666666666666668,13.9,0.79,0
2715,5,12,1,10,10,1,1,1,0,0,7,9,5,13.336000000000002,0,8,9,7,13.207142857142856,11.1,2.02,1
2718,1,12,1,4,5,1,1,0,0,0,8,8,7,14.115714285714288,0,8,8,7,14.115714285714288,10.8,1.74,1
2719,4,6,1,2,5,1,1,1,0,0,6,7,6,14.857142857142858,0,6,10,6,13.11111111111111,12.4,1.79,1
2720,2,6,1,10,9,1,1,1,0,0,6,7,6,13.833333333333334,0,6,10,6,13.714285714285714,8.9,3.51,1
2723,2,9,1,10,4,1,1,1,0,0,5,15,2,10.0,0,5,14,2,12.0,13.9,0.79,0
2724,1,12,1,8,8,1,1,1,0,0,8,15,6,12.415,0,8,15,6,12.415,10.8,1.74,1
2727,2,12,1,6,8,1,1,1,0,0,8,8,7,14.312857142857142,0,8,8,7,14.312857142857142,10.8,1.74,1
2729,1,8,1,6,9,1,1,0,0,0,5,9,4,12.0,0,5,6,5,13.4,9.4,-3.12,1
2730,1,10,1,6,6,0,1,0,0,0,6,7,6,13.833333333333334,0,6,7,6,13.714285714285714,11.1,2.02,1
2731,1,10,1,4,11,1,1,0,0,0,6,6,6,12.166666666666666,0,6,7,6,12.142857142857142,11.1,2.02,1
2734,4,15,1,10,11,1,1,1,0,0,6,7,5,13.2,0,6,7,5,13.6,12.4,1.79,1
2735,1,12,1,10,10,1,1,0,0,0,7,7,6,15.4,0,7,7,6,15.4,7.6,0.32,1
2736,4,12,1,10,10,1,1,1,0,0,7,7,7,13.385714285714286,0,8,8,8,15.925,13.9,0.79,1
2737,1,8,1,3,5,1,1,0,0,0,6,13,6,10.857142857142858,0,6,10,4,11.0,15.5,-4.06,0
2738,2,9,1,7,7,0,1,0,0,0,5,11,5,11.333333333333334,0,5,8,5,12.0,13.9,0.79,1
2739,4,6,1,10,10,1,1,1,0,0,5,7,4,14.5,0,5,5,5,13.6,10.8,1.74,1
2740,2,5,1,10,10,1,1,1,0,0,6,6,6,14.166666666666666,0,6,8,6,12.375,10.8,1.74,1
2742,1,10,1,5,5,0,1,0,0,0,6,7,6,13.333333333333334,0,6,6,6,14.5,10.8,1.74,1
2743,1,10,1,4,4,1,1,1,0,0,6,7,6,13.666666666666666,0,6,7,6,14.571428571428571,11.1,2.02,1
2745,2,16,1,10,9,1,1,0,0,0,6,7,6,13.428571428571429,0,6,8,6,13.142857142857142,7.6,0.32,1
2751,1,14,1,4,6,0,1,1,0,0,6,8,6,14.142857142857142,0,6,6,6,13.5,15.5,-4.06,1
2757,1,6,1,3,3,0,1,0,0,0,6,19,0,0.0,0,6,6,0,0.0,13.9,0.79,0
2765,4,12,1,5,5,1,1,0,0,0,8,8,8,13.11,0,8,8,8,13.11,9.4,-3.12,1
2766,1,12,1,8,8,1,1,0,0,0,8,8,7,14.414285714285716,0,8,8,7,14.414285714285716,12.7,-1.7,1
2768,1,9,1,7,11,1,1,0,0,0,5,8,5,12.333333333333334,0,5,7,5,12.2,15.5,-4.06,1
2769,1,12,1,10,9,1,1,1,0,0,7,9,0,0.0,0,7,8,1,10.0,15.5,-4.06,0
2770,6,13,1,8,8,1,1,1,0,0,7,9,7,14.1,0,8,8,8,13.3125,12.7,-1.7,1
2771,4,12,1,10,10,1,1,0,0,0,8,8,8,13.045,0,8,8,8,13.045,9.4,-3.12,1
2773,3,12,1,5,5,1,1,1,0,0,8,8,8,14.2525,0,8,8,8,14.2525,9.4,-3.12,1
2775,4,12,1,10,6,1,1,0,0,0,8,8,7,15.075714285714286,0,8,8,7,15.075714285714286,10.8,1.74,1
2779,2,10,1,5,8,1,1,1,0,0,6,9,5,12.333333333333334,0,6,7,5,11.8,13.9,0.79,1
2780,3,12,1,6,8,1,1,1,0,0,7,8,7,13.778571428571428,0,8,10,8,13.122222222222222,16.2,-0.92,1
2786,1,15,1,6,5,1,1,0,0,0,6,11,3,13.0,0,6,15,1,12.0,7.6,0.32,0
2789,1,2,1,10,8,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,-4.06,0
2791,1,6,1,10,4,0,1,0,0,0,6,7,6,14.857142857142858,0,6,8,6,14.142857142857142,11.1,2.02,1
2795,1,12,1,10,4,0,1,0,0,0,7,8,7,12.828571428571427,0,8,8,8,12.6875,13.9,0.79,1
2796,1,12,1,10,10,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,12.4,1.79,0
2797,2,14,1,8,8,1,1,0,0,0,6,6,6,13.333333333333334,0,6,8,5,14.0,8.9,3.51,1
2800,1,11,1,4,9,1,1,0,0,0,6,6,6,15.5,0,6,6,6,16.0,12.4,1.79,1
2801,1,8,1,3,5,1,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,12.4,1.79,0
2802,1,15,1,5,8,0,1,1,0,0,6,7,6,14.714285714285714,0,6,6,6,15.166666666666666,13.9,0.79,1
2803,3,6,1,10,2,1,1,0,0,0,6,7,6,16.714285714285715,0,6,6,6,15.333333333333334,13.9,0.79,1
2804,1,10,1,10,10,1,1,1,0,0,6,9,6,10.857142857142858,0,6,7,6,11.666666666666666,12.4,1.79,1
2805,4,12,1,10,10,1,1,0,0,0,7,8,6,11.658333333333331,0,8,11,6,12.416666666666666,12.4,1.79,1
2808,1,15,1,10,10,0,1,1,0,0,6,6,6,12.166666666666666,0,6,8,6,12.666666666666666,12.4,1.79,1
2810,1,16,1,10,10,0,1,1,0,0,6,6,6,12.5,0,6,6,6,12.833333333333334,12.7,-1.7,1
2812,5,12,1,5,4,1,1,0,0,0,7,7,7,13.19,0,8,8,8,14.23125,11.1,2.02,1
2813,1,10,1,10,10,0,1,1,0,0,6,11,3,11.0,0,6,9,4,11.25,10.8,1.74,1
2814,1,2,1,3,11,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,1
2815,1,10,1,10,6,0,1,1,0,0,6,11,5,11.6,0,6,10,6,11.714285714285714,15.5,-4.06,1
2816,1,12,1,10,7,0,1,0,0,0,7,7,6,14.266666666666666,0,7,7,6,14.266666666666666,7.6,0.32,1
2820,6,12,1,4,7,1,1,0,0,0,8,11,7,12.771428571428572,0,8,11,7,12.771428571428572,12.7,-1.7,1
2821,5,6,1,3,4,1,1,0,0,0,5,12,0,0.0,0,5,5,0,0.0,12.7,-1.7,0
2825,1,8,1,5,5,1,1,0,0,0,6,8,6,11.333333333333334,0,6,12,4,13.75,8.9,3.51,0
2826,2,14,1,5,8,1,1,1,0,0,6,6,6,13.333333333333334,0,6,10,5,13.4,8.9,3.51,1
2829,1,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,0
2830,5,9,1,4,11,1,1,0,0,0,5,8,5,12.6,0,5,9,4,11.6,8.9,3.51,1
2834,1,6,1,8,8,1,1,0,0,0,6,7,6,14.857142857142858,0,6,10,5,13.6,13.9,0.79,1
2839,2,6,1,5,10,1,1,0,0,0,6,6,6,17.0,0,6,6,6,15.5,8.9,3.51,1
2845,1,4,1,10,7,1,1,0,0,0,6,7,6,13.571428571428571,0,6,9,6,12.714285714285714,12.4,1.79,1
2846,2,13,1,13,13,0,1,0,0,0,3,7,1,14.0,0,2,4,0,0.0,11.1,2.02,0
2849,1,6,1,5,3,1,1,0,0,0,6,8,4,14.4,0,6,6,5,13.0,13.9,0.79,1
2851,3,15,1,5,6,1,1,0,0,0,6,6,6,14.333333333333334,0,6,6,6,14.166666666666666,8.9,3.51,1
2854,1,12,1,10,11,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,11.1,2.02,0
2855,1,12,1,10,10,1,1,1,0,0,7,10,5,13.46,0,7,8,7,12.2375,11.1,2.02,0
2856,1,15,1,4,4,1,1,0,0,0,6,6,6,15.0,0,6,6,6,13.333333333333334,11.1,2.02,1
2857,1,2,1,5,4,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,0
2858,2,14,1,5,5,1,1,0,0,0,6,7,5,13.4,0,6,6,5,12.8,12.7,-1.7,1
2860,1,10,1,10,10,0,1,0,0,0,6,13,4,11.25,0,6,8,4,13.75,13.9,0.79,1
2861,1,6,1,3,3,0,1,0,0,0,5,5,5,12.6,0,5,7,5,11.6,7.6,0.32,1
2864,2,15,1,6,6,1,1,1,0,0,6,11,5,12.0,0,6,11,5,11.0,7.6,0.32,0
2865,1,9,1,10,10,0,1,0,0,0,5,5,5,16.4,0,5,5,5,16.6,7.6,0.32,1
2867,1,4,1,10,10,0,1,0,0,0,6,10,6,12.75,0,6,6,4,14.75,13.9,0.79,1
2871,1,12,1,10,7,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,10.8,1.74,0
2887,1,16,1,10,10,0,1,1,0,0,6,8,6,13.142857142857142,0,6,6,6,12.833333333333334,15.5,-4.06,1
2888,1,10,1,10,8,0,1,1,0,0,6,8,6,13.75,0,6,7,6,11.857142857142858,16.2,-0.92,1
2889,4,14,1,10,7,1,1,1,0,0,6,6,6,14.0,0,6,9,5,13.8,8.9,3.51,1
2892,2,14,1,5,8,1,1,1,0,0,6,6,6,13.166666666666666,0,6,8,6,12.428571428571429,8.9,3.51,1
2894,4,16,1,10,10,1,1,0,0,0,6,7,6,12.666666666666666,0,6,7,5,13.0,7.6,0.32,1
2897,1,12,1,3,3,0,1,0,0,0,7,8,7,13.6125,0,8,8,8,14.575,13.9,0.79,1
2898,6,12,1,4,9,1,1,0,0,0,8,8,7,12.414285714285716,0,8,8,7,12.414285714285716,12.7,-1.7,1
2899,2,2,1,4,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,1
2903,1,10,1,4,4,1,1,1,0,0,6,6,6,14.0,0,6,6,6,13.5,8.9,3.51,1
2905,1,15,1,3,4,1,1,0,0,0,6,7,6,12.5,0,6,7,6,12.5,10.8,1.74,1
2907,4,12,1,5,10,0,1,1,0,0,7,7,6,14.066666666666668,0,7,7,6,14.066666666666668,7.6,0.32,1
2910,2,15,1,4,4,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,13.9,0.79,0
2911,6,12,1,5,5,1,1,0,0,0,8,8,8,13.27625,0,8,8,8,13.27625,9.4,-3.12,1
2912,4,6,1,13,13,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,7.6,0.32,0
2913,2,10,1,1,9,1,1,0,0,0,6,8,6,14.375,0,6,8,6,14.75,7.6,0.32,1
2914,2,9,1,10,10,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,9.4,-3.12,0
2917,1,12,1,8,8,1,1,0,0,0,7,9,6,12.97166666666667,0,8,9,7,12.321428571428571,11.1,2.02,1
2920,1,2,1,5,8,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79,1
2922,1,10,1,5,5,0,1,0,0,0,6,14,6,11.333333333333334,0,6,11,5,12.4,15.5,-4.06,0
2923,1,14,1,1,1,0,1,0,0,0,5,6,1,11.0,0,5,5,0,0.0,7.6,0.32,0
2924,1,12,1,7,7,0,1,1,0,0,8,9,7,12.757142857142856,0,8,9,7,12.757142857142856,12.7,-1.7,1
2925,1,15,1,10,8,0,1,1,0,0,6,6,6,14.5,0,6,6,6,14.666666666666666,16.2,-0.92,1
2927,1,9,1,10,8,1,1,0,0,0,5,8,4,11.25,0,5,7,5,10.4,7.6,0.32,1
2928,1,2,1,10,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,0
2931,1,8,1,1,5,1,1,0,0,0,5,10,1,13.0,0,5,14,0,0.0,10.8,1.74,0
2933,6,12,1,10,10,1,1,0,0,0,8,12,7,11.971428571428572,0,8,12,7,11.971428571428572,12.7,-1.7,1
2936,1,6,1,7,7,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74,0
2944,4,12,1,3,4,1,1,0,0,0,7,7,7,11.714285714285714,0,8,8,8,12.75,12.4,1.79,1
2945,1,16,1,10,6,0,1,0,0,0,7,12,4,10.25,0,7,10,3,13.0,11.1,2.02,0
2946,1,16,1,3,8,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79,0
2947,6,14,1,4,11,0,1,0,0,0,6,9,6,12.375,0,6,7,6,13.142857142857142,11.1,2.02,1
2948,6,16,1,6,6,0,1,0,0,0,6,6,6,12.666666666666666,0,6,6,6,12.0,7.6,0.32,1
2949,1,6,1,5,3,1,1,0,0,0,6,13,3,10.5,0,6,19,1,12.0,12.4,1.79,0
2950,1,4,1,6,6,0,1,0,0,0,6,11,6,14.125,0,6,10,5,12.6,13.9,0.79,1
2951,3,6,1,5,9,1,1,0,0,0,6,7,6,14.666666666666666,0,6,12,6,13.833333333333334,8.9,3.51,1
2953,1,2,1,10,10,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92,0
2954,1,10,1,10,10,1,1,1,0,0,6,7,6,14.0,0,6,7,5,14.8,12.7,-1.7,1
2955,1,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32,1
2956,1,12,1,10,6,0,1,0,0,0,7,7,0,0.0,0,7,7,0,0.0,16.2,-0.92,0
2958,1,16,1,4,8,0,1,0,0,0,6,11,3,12.333333333333334,0,6,13,2,11.0,7.6,0.32,0
2959,1,11,1,3,3,0,1,0,0,0,6,7,6,15.0,0,6,10,6,12.833333333333334,10.8,1.74,1
2960,1,14,1,10,2,1,1,1,0,0,6,8,4,11.75,0,6,10,6,12.666666666666666,10.8,1.74,1
2961,1,12,1,10,10,1,1,0,0,0,8,8,7,14.13714285714286,0,8,8,7,14.13714285714286,10.8,1.74,1
2962,3,5,1,4,5,0,1,0,0,0,6,6,2,12.0,0,6,6,1,11.0,9.4,-3.12,0
2965,1,9,1,8,4,1,1,1,0,0,5,7,5,13.6,0,5,5,5,12.6,8.9,3.51,1
2966,1,12,1,4,4,0,1,0,0,0,7,8,7,13.55,0,8,8,8,14.1875,13.9,0.79,1
2969,1,14,1,5,3,0,1,1,0,0,6,8,5,11.6,0,6,9,5,14.2,12.4,1.79,1
2973,6,9,1,10,10,1,1,0,0,0,5,8,4,11.6,0,5,10,3,12.333333333333334,7.6,0.32,1
2974,1,2,1,15,16,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,0
2976,2,11,1,10,10,1,1,1,0,0,6,8,6,13.0,0,6,6,6,12.166666666666666,8.9,3.51,1
2978,3,5,1,6,8,1,1,0,0,0,6,6,6,14.5,0,6,7,5,12.0,12.4,1.79,1
2981,1,5,1,10,10,1,1,1,0,0,6,6,6,14.0,0,6,8,6,13.125,10.8,1.74,1
2982,6,12,1,6,6,1,1,1,0,0,7,7,7,13.801428571428572,0,8,8,8,14.575,11.1,2.02,1
2984,4,12,1,3,10,1,1,1,0,0,7,7,6,14.35,0,7,7,6,14.35,7.6,0.32,1
2985,1,5,1,10,10,1,1,0,0,0,6,6,6,14.333333333333334,0,6,6,6,13.5,12.7,-1.7,1
2990,1,8,1,10,10,1,1,1,0,0,6,8,6,14.5,0,6,11,4,13.0,13.9,0.79,1
2991,1,12,1,4,4,1,1,1,0,0,8,8,7,11.82,0,8,8,7,11.82,10.8,1.74,1
2992,2,15,1,4,3,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,16.2,-0.92,0
2994,1,15,1,10,9,1,1,0,0,0,6,7,6,12.571428571428571,0,6,8,6,11.857142857142858,13.9,0.79,1
2995,5,12,1,6,6,1,1,1,0,0,7,7,7,13.857142857142858,0,8,8,8,14.9,13.9,0.79,1
2996,1,10,1,1,6,1,1,0,0,0,6,9,5,11.833333333333334,0,6,7,5,13.8,13.9,0.79,1
2998,1,8,1,5,9,1,1,0,0,0,6,6,6,14.666666666666666,0,6,8,6,13.666666666666666,12.4,1.79,1
3001,2,12,1,3,11,1,1,0,0,0,7,9,7,13.422222222222224,0,8,11,7,12.18888888888889,15.5,-4.06,1
